id_cliente,nome_cliente,sobrenome_cliente,nome_completo_cliente,email_cliente,telefone_cliente,ramal_cliente,genero_cliente,data_nascimento_cliente,data_cadastro_cliente,endereco_cliente,cidade_cliente,estado_cliente,pais_cliente,origem_cliente,idade_cliente
2d226bf7-2f92-4ac3-8234-374c461b295d,Miguel,Amorim,Miguel Amorim,miguel.amorim650@gmail.com,(13) 9649-2239,92887.0,Masculino,1979-11-26,2022-09-24,549 Evans Corner,Ananindeua,Pará,Brasil,Web,46
d2ff9499-836f-484c-a916-e1c67e905edc,Tulio,Duarte,Tulio Duarte,tduarte583@yahoo.com,(87) 3146-5291,,Masculino,1980-11-22,2021-11-23,6912 Nathan Tunnel Suite 348,Ceará-mirim,Rio Grande Do Norte,Brasil,App,45
daa90506-66ee-4d79-851f-6b15882d86c8,Luan,Queiroz,Luan Queiroz,luan_queiroz@gmail.com,(12) 5810-9997,53.0,Masculino,1996-05-15,2019-06-24,02667 Tracy Station Suite 993,Governador Valadares,Minas Gerais,Brasil,App,30
ec7ce8f7-5f17-4959-89ed-abfc57064abf,Diego,Vargas,Diego Vargas,diego286@yahoo.com,(63) 6312-1114,,Masculino,1981-01-23,2023-06-28,3580 CHELSEA CREEK,Colombo,Paraná,Brasil,Web,45
007bcf44-d755-4a23-8242-e75029e5d516,Cristina,Hora,Cristina Hora,cristina.hora265@gmail.com,(65) 0423-4154,,Feminino,2001-08-01,2019-03-21,733 Rodriguez Lock,Salvador,Bahia,Brasil,Web,24
eb94e8c2-9837-43e7-b75b-5bde676c0792,Ingrid,Neves,Ingrid Neves,ingrid_neves@1.com.br,(88) 0948-1953,,Feminino,2002-06-23,2024-12-27,35959 Amanda Hollow,Indaiatuba,São Paulo,Brasil,App,23
897c41c3-619e-42f9-94b9-c83d7ecfbdef,Adriana,Krause,Adriana Krause,adriana.krause135@yahoo.com,(79) 5935-0641,12335.0,Feminino,1963-05-19,2020-10-13,0402 Daniel Common Suite 070,São João Do Cariri,Paraíba,Brasil,App,63
3cd677c3-4d9c-4bc8-98ea-e2bfd3e076a3,Larissa,Borges,Larissa Borges,lborges588@yahoo.com,(89) 5029-7453,4879.0,Feminino,1966-03-23,2018-03-06,2339 Lisa Knoll,Ribeirão Preto,São Paulo,Brasil,Web,60
69915916-4300-4fb0-bddc-fffe6bd29e44,Flavia,Freitas,Flavia Freitas,ffreitas123@hotmail.com,(93) 1881-3498,5698.0,Feminino,1981-04-14,2022-11-16,282 Colon Turnpike Apt. 091,São Paulo,São Paulo,Brasil,App,45
f9d934ba-dbeb-4900-a79d-1bb6107fb020,Diana,Rocha,Diana Rocha,drocha868@gmail.com,(68) 0445-2313,88039.0,Feminino,2004-02-26,2019-09-19,269 Sabrina Overpass,Belford Roxo,Rio De Janeiro,Brasil,Web,22
5f3def57-8ab7-4ac4-948d-8abb4ef3c491,Paloma,Imperatore,Paloma Imperatore,paloma796@yahoo.com,(85) 1025-3645,,Feminino,2004-11-03,2022-02-05,17001 Jeffrey Land,Biguaçu,Santa Catarina,Brasil,App,21
f7629188-5c50-46f0-9409-5b4def0e4702,Alisson,Rego,Alisson Rego,alisson911@gmail.com,(85) 3815-5449,8483.0,Masculino,1992-10-28,2018-12-02,816 Schmidt Crossroad,Laje,Bahia,Brasil,Web,33
8b87a7d6-8030-4384-b057-6bd6714840d7,Xenia,Nascimento,Xenia Nascimento,xenia.nascimento@hotmail.com,(87) 2813-9256,22076.0,Feminino,1978-11-08,2023-01-29,0760 Kelli Glen Apt. 658,São José De Ribamar,Maranhão,Brasil,Web,47
ae33d44c-ef8b-4e2c-91b0-699006f2611e,Soraya,Evangelista,Soraya Evangelista,soraya.evangelista345@hotmail.com,(82) 6423-5870,360.0,Feminino,1996-01-27,2018-05-02,359 Holloway Valleys Apt. 745,Rio Bonito Do Iguaçu,Paraná,Brasil,Web,30
177a91cc-c173-49ca-8a94-9d36e58758c8,Quirino,Orozco,Quirino Orozco,quirino_orozco@hotmail.com,(99) 8348-0867,35.0,Masculino,2022-11-06,2024-07-08,9355 Rowland Forge Suite 484,Votuporanga,São Paulo,Brasil,Web,3
41cbd038-7a27-4cc6-8edd-4d93ae844d7d,Patrick,Siqueira,Patrick Siqueira,patrick.siqueira@hotmail.com,(11) 9774-1815,471.0,Masculino,1981-09-04,2019-02-20,3579 Smith Isle,Catanduva,São Paulo,Brasil,Web,44
c4662e11-61ca-4ba2-8f69-4f854c755bf8,Carla,Nunes,Carla Nunes,carla901@yahoo.com,(11) 4194-9885,96902.0,Feminino,1991-05-05,2021-06-27,499 Smith Mall,Teutônia,Rio Grande Do Sul,Brasil,App,35
84a0a32d-74ef-4679-a94b-490400f7faff,Larissa,Miranda,Larissa Miranda,larissa.miranda@yahoo.com,(86) 2119-7954,,Feminino,2020-04-11,2022-02-18,119 Allen Mountains Apt. 918,Rio De Janeiro,Rio De Janeiro,Brasil,App,6
d9871388-3eef-4f4d-8ef3-768bd46753cf,Jaqueline,Garcia,Jaqueline Garcia,jgarcia433@yahoo.com,(75) 7100-4506,9611.0,Feminino,1978-08-07,2023-11-14,577 Brianna Port Suite 929,Recife,Pernambuco,Brasil,Web,47
71414971-bb13-4bff-8c1c-68c0333b318d,Igor,Monteiro,Igor Monteiro,imonteiro738@cliente2970.com,(79) 4081-6705,3567.0,Masculino,1992-02-05,2020-02-15,039 Mendez Island,Contagem,Minas Gerais,Brasil,Web,34
7ee11e4e-d6fa-44d3-9bd4-45dbb21d44ea,Walquiria,Queiroz,Walquiria Queiroz,wqueiroz518@gmail.com,(74) 7676-0210,8642.0,Feminino,2000-08-30,2023-07-10,35257 Brown Well,Indaiatuba,São Paulo,Brasil,Web,25
7fdffcb9-8665-4cfe-9f29-b6b400da84d0,Gustavo,Tobias,Gustavo Tobias,gustavo.tobias860@hotmail.com,(88) 0767-3288,8104.0,Masculino,1981-01-14,2019-08-15,38901 Bowen Spurs Suite 946,Conceição Das Pedras,Minas Gerais,Brasil,App,45
332ad81a-48d9-4bd2-a925-3a9faff1a7e5,Alexandre,Hadad,Alexandre Hadad,alexandre_hadad@hotmail.com,(68) 4613-3336,36440.0,Masculino,1953-06-05,2022-03-03,0293 Lori Spurs Suite 519,Niterói,Rio De Janeiro,Brasil,Web,72
41353f51-8213-42c9-8aeb-ad909b720dad,Danilo,Alves,Danilo Alves,danilo_alves@gmail.com,(14) 7823-8944,,Masculino,1987-08-12,2018-02-17,33637 Nicole Knolls Apt. 260,Soledade,Paraíba,Brasil,Web,38
538cec1f-7948-4fec-a4af-9b71aab8b436,Zenon,Lacerda,Zenon Lacerda,zenon_lacerda@gmail.com,(97) 4977-4802,40476.0,Masculino,1999-03-02,2023-08-14,270 Perez Parkways,Rio De Janeiro,Rio De Janeiro,Brasil,Web,27
9799729c-ebc4-438d-8891-1734f713f9a9,Renan,Evangelista,Renan Evangelista,revangelista208@hotmail.com,(83) 4385-8200,,Masculino,1966-09-18,2021-10-12,43356 Lewis Wall,Paulista,Pernambuco,Brasil,Web,59
1e8ce3e8-7f5f-4e72-8389-8686423f13ce,Alan,Coelho,Alan Coelho,alan.coelho@yahoo.com,(94) 5011-5987,907.0,Masculino,1989-07-18,2020-06-01,31695 Keller Overpass,Planaltina,Goiás,Brasil,Web,36
93082c80-e740-4dc1-bcc1-bf1b989250bb,Gabriel,Zampieri,Gabriel Zampieri,gabriel476@yahoo.com,(79) 6143-7330,,Masculino,1966-11-27,2022-12-17,20682 Douglas Ports,Águas Belas,Pernambuco,Brasil,Web,59
f2b3d6bb-e11d-4fee-9b64-d438d56c3114,Iris,Orozco,Iris Orozco,iris.orozco170@hotmail.com,(88) 1864-7371,32128.0,Feminino,1971-01-25,2019-07-23,74413 Carla Rapid,Ipeúna,São Paulo,Brasil,Web,55
71d93bca-6803-46d6-8b07-405bf8c2aa2a,Marta,Guerra,Marta Guerra,marta.guerra@1.com.br,(22) 9947-5708,10682.0,Feminino,1978-12-24,2022-12-08,06516 Kristina Trafficway Apt. 561,Salvador,Bahia,Brasil,Web,47
9ba5c503-9f07-4792-87e1-cf1e5528b91b,Cristina,Alves,Cristina Alves,cristina.alves950@gmail.com,(92) 2427-8069,,Feminino,1995-06-17,2019-07-25,039 Cunningham Junction,Monte Carmelo,Minas Gerais,Brasil,App,30
69564717-775f-4e18-9370-02af7be126ed,Igor,Ribeiro,Igor Ribeiro,igor651@hotmail.com,(61) 1522-3313,83.0,Masculino,1982-11-22,2021-09-08,170 Jasmine Inlet,Paulista,Pernambuco,Brasil,Web,43
577ffacd-cc45-49d3-b8b5-380639e80972,Adriano,Castro,Adriano Castro,adriano146@yahoo.com,(79) 7015-6046,,Masculino,1996-10-05,2023-11-28,02321 Salazar Loaf,São Paulo,São Paulo,Brasil,Web,29
902510e6-99bb-4e2b-b950-08c867a5f41f,Carlos,Junqueira,Carlos Junqueira,carlos.junqueira390@hotmail.com,(93) 4398-7273,3822.0,Masculino,1996-01-08,2020-05-23,74947 Lawrence Land Apt. 750,Brasília,Distrito Federal,Brasil,Web,30
aa153364-96bf-407a-a809-1cecc5361df0,Urania,Esteves,Urania Esteves,urania116@hotmail.com,(84) 7285-6515,,Feminino,2020-09-22,2022-08-29,27155 Navarro Fork Suite 413,Santa Cruz Do Capibaribe,Pernambuco,Brasil,App,5
56971d4e-6bb3-4b2d-8936-a2dffd943c9e,Tiago,Tavares,Tiago Tavares,ttavares433@hotmail.com,(68) 3134-5051,,Masculino,2006-09-01,2021-02-20,6004 Tammy Key,Contagem,Minas Gerais,Brasil,App,19
3416d7c7-8f96-48c7-98c3-6d25eae8542a,Bruna,Werneck,Bruna Werneck,bruna.werneck@yahoo.com,(14) 7794-8096,694.0,Feminino,1995-02-23,2021-03-18,35645 Davis Flats Apt. 687,Codó,Maranhão,Brasil,Web,31
8bedc295-6eb1-4121-b543-1d4c7dd04594,Alan,Kuhn,Alan Kuhn,alan761@yahoo.com,(81) 1700-5293,86589.0,Masculino,1992-02-02,2022-04-26,91084 Snyder Haven,Bagé,Rio Grande Do Sul,Brasil,Web,34
a1bd31db-2c12-466a-9964-eda7b550db11,Nilton,Coutinho,Nilton Coutinho,nilton.coutinho@gmail.com,(85) 0555-4187,1584.0,Masculino,1976-06-05,2021-04-14,0195 Dylan Knoll Suite 315,Três Rios,Rio De Janeiro,Brasil,App,49
facd7262-0155-4f24-94b7-09e8d8169af3,Gloria,Juste,Gloria Juste,gloria_juste@gmail.com,(92) 1949-0285,2234.0,Feminino,1997-10-31,2020-02-07,08003 Austin Squares,Paraíso,Santa Catarina,Brasil,Web,28
f6ec7b3d-243f-4428-8b37-4dfe4310762b,Ivan,Fonseca,Ivan Fonseca,ivan.fonseca515@hotmail.com,(86) 3448-3318,3411.0,Masculino,1998-06-11,2018-01-05,641 William Harbors Apt. 446,Cruz Das Almas,Bahia,Brasil,Web,27
caadb3b1-8bad-4cf8-a660-352ee12041d8,Giovana,Sampaio,Giovana Sampaio,giovana351@yahoo.com,(94) 0696-5832,497.0,Feminino,1983-01-20,2022-03-06,8332 Jon Green,Santo André,São Paulo,Brasil,App,43
d56aa069-2e7f-4e83-9dc3-b6c4b3af9795,Quesley,Pereira,Quesley Pereira,quesley.pereira@gmail.com,(86) 9788-2015,8028.0,Masculino,1992-04-13,2018-04-02,76154 Yates Wells Apt. 409,São Paulo,São Paulo,Brasil,Web,34
4bdfdc7c-56d8-4f10-970a-a48cdfd22bc8,Breno,Henriques,Breno Henriques,breno_henriques@hotmail.com,(83) 5211-3286,5807.0,Masculino,1998-05-26,2019-12-11,90163 John Vista,Alagoinhas,Bahia,Brasil,Web,27
74b86972-25ba-4f19-af9d-6916d837c5b9,Zelinda,Sampaio,Zelinda Sampaio,zelinda.sampaio@yahoo.com,(92) 8536-3892,,Feminino,1998-09-20,2021-05-03,55364 Carrie Trace Suite 614,Santo André,São Paulo,Brasil,Indicação,27
1aa93f76-59e8-4387-9f96-d7ebc3c9d1d6,Xenia,Miranda,Xenia Miranda,xmiranda373@hotmail.com,(74) 5217-4145,,Feminino,1991-10-07,2019-09-20,893 Donald Spring Apt. 114,Congonhas,Minas Gerais,Brasil,Web,34
5cae593a-74d5-4108-af20-ed098bca4035,Samuel,Teixeira,Samuel Teixeira,samuel.teixeira@gmail.com,(85) 7616-0457,71145.0,Masculino,1978-07-02,2019-03-25,32985 Thompson Valley Apt. 104,Guanhães,Minas Gerais,Brasil,Web,47
6e178b6e-d25d-45c3-b935-0f7b57ffe090,Ulisses,Araújo,Ulisses Araújo,uaraujo768@yahoo.com,(97) 6955-8034,8145.0,Masculino,1984-01-29,2023-11-12,13037 Arellano Spur,Piracicaba,São Paulo,Brasil,Web,42
1fdd23fa-479f-4621-bc1f-4e0eab4e191d,Helena,Fernandes,Helena Fernandes,helena.fernandes@hotmail.com,(99) 0997-9265,,Feminino,1986-01-18,2022-11-01,6158 Lori Lodge,Cachoeirinha,Rio Grande Do Sul,Brasil,App,40
516c38fa-0924-4e2b-9908-b5754f22044c,Beto,Esteves,Beto Esteves,beto.esteves@1.com.br,(99) 2923-8695,,Masculino,1986-02-04,2021-06-19,11614 Amy Drives,Itaitinga,Ceará,Brasil,App,40
1af98ae3-6b76-4bc5-8e03-114eb85ac1e6,Luciana,Uchoa,Luciana Uchoa,luciana.uchoa875@gmail.com,(97) 3784-3389,,Feminino,1965-04-12,2022-07-08,39333 Smith Plain,Contagem,Minas Gerais,Brasil,Web,61
a307b4d3-d373-47b8-847a-bde6dd7f33da,Igor,Rodrigues,Igor Rodrigues,irodrigues883@1.com,(81) 6871-2262,3876.0,Masculino,1975-01-07,2019-07-08,2246 Judith Trail,Varjão De Minas,Minas Gerais,Brasil,App,51
6288cc22-5cdc-433a-abaa-93af2c5af817,Walquiria,Rego,Walquiria Rego,walquiria.rego@yahoo.com,(73) 4403-5064,,Feminino,2004-04-04,2019-01-23,224 Jennifer Lodge,Juazeiro Do Norte,Ceará,Brasil,Web,22
db20c6bb-adb6-4668-8541-97bd23716b8e,Cintia,Duarte,Cintia Duarte,cintia.duarte@gmail.com,(75) 9029-3210,628.0,Feminino,1970-08-15,2023-02-27,0152 Antonio Prairie Apt. 733,Ananindeua,Pará,Brasil,App,55
175ead14-d02e-4f60-9b62-ae33214cf343,Plinio,Alves,Plinio Alves,plinio.alves@yahoo.com,(89) 0984-0951,,Masculino,1972-12-10,2018-02-19,46397 Adams Wells,Jaú,São Paulo,Brasil,Web,53
62176c9f-eebe-4107-9080-5f661e1b8acb,Gloria,Pinto,Gloria Pinto,gloria.pinto460@gmail.com,(12) 6452-7479,,Feminino,1985-04-18,2019-09-08,94777 Andrew Trail,Tonantins,Amazonas,Brasil,Web,41
9f22df86-6e20-403d-9388-dfaa82d783c8,Jonatan,Abreu,Jonatan Abreu,jonatan_abreu@yahoo.com,(77) 0560-9206,79888.0,Masculino,1963-11-18,2019-01-24,574 Marks Grove Apt. 498,Osasco,São Paulo,Brasil,Web,62
c87957be-2fb7-4b02-9921-7392c8f89e80,Roberta,Pacheco,Roberta Pacheco,roberta.pacheco@yahoo.com,(11) 2858-8425,3505.0,Feminino,1984-08-24,2021-05-24,239 Tiffany Lodge Suite 236,Abreu E Lima,Pernambuco,Brasil,App,41
19812a27-7ea1-45cd-98c7-388f339baee9,Alexandre,Nagata,Alexandre Nagata,anagata428@hotmail.com,(81) 7645-0220,,Masculino,2016-10-21,2018-02-24,314 Smith Cliffs,Poços De Caldas,Minas Gerais,Brasil,Web,9
418ada8f-e754-4311-a57b-6a2ba2edd2f4,Orlando,Yunes,Orlando Yunes,oyunes623@gmail.com,(11) 7464-6447,,Masculino,1998-09-28,2022-12-14,179 Melissa Dam,Amargosa,Bahia,Brasil,Web,27
4f787253-1dc2-4067-be70-fa4aa2da88e8,Deivid,Dias,Deivid Dias,deivid.dias@gmail.com,(81) 6140-0763,,Masculino,1970-10-22,2019-02-14,94334 Martin Dam Suite 878,São João Do Triunfo,Paraná,Brasil,Web,55
fd04ed33-4d30-4393-8876-23cff78448e3,Yara,Cunha,Yara Cunha,yara.cunha@gmail.com,(69) 2618-3140,72058.0,Feminino,1956-12-18,2020-05-16,3826 Gomez Cliffs,São Luís,Maranhão,Brasil,Indicação,69
4821c674-cac2-4efa-8b75-69aa094583ef,Mariana,Quintanilha,Mariana Quintanilha,mariana436@hotmail.com,(86) 5810-2934,,Feminino,2004-10-30,2019-07-18,116 Jared Mission Suite 449,Fortaleza,Ceará,Brasil,Web,21
e2e2a811-f40f-4a1d-b83f-2d77b13726f5,Joana,Franco,Joana Franco,joana.franco@gmail.com,(97) 4267-7854,427.0,Feminino,2002-03-28,2020-02-21,9386 Price Track,Almenara,Minas Gerais,Brasil,Web,24
be3fcf92-980f-4730-ac06-5061ea08dd67,Bruna,Juste,Bruna Juste,bjuste278@hotmail.com,(94) 1835-8262,9160.0,Feminino,1983-09-07,2022-02-21,9008 Caitlin Highway,Patrocínio,Minas Gerais,Brasil,Web,42
1f4a4881-2025-45e5-b692-887bb333810d,Rafael,Rezende,Rafael Rezende,rafael.rezende165@hotmail.com,(87) 9724-4051,150.0,Masculino,1995-05-17,2019-05-14,054 Molina Views Suite 670,Planalto,Bahia,Brasil,Web,31
134ca815-23d8-4297-a77f-275e1288e9c7,Querinton,Zampieri,Querinton Zampieri,querinton.zampieri@yahoo.com,(99) 3297-9278,,Masculino,1962-02-28,2021-02-08,10443 Philip Creek,Chapecó,Santa Catarina,Brasil,Indicação,64
b89d302a-485d-475f-a705-946c4d89a5fb,Ivan,Rego,Ivan Rego,ivan.rego@gmail.com,(86) 7116-5854,7057.0,Masculino,1961-03-17,2018-02-24,7173 Gail Freeway Suite 255,Lagoa De Itaenga,Pernambuco,Brasil,Web,65
8ac2593c-8194-4669-a947-dc68e602b21e,Zenon,Xavier,Zenon Xavier,zenon.xavier@yahoo.com,(86) 1253-9955,,Masculino,1999-02-15,2019-02-20,921 Janice Fords Suite 281,Sorocaba,São Paulo,Brasil,App,27
2a57988e-0130-4751-8b4c-2ae3d55344fc,Denise,Garcia,Denise Garcia,dgarcia828@gmail.com,(97) 6405-8992,6585.0,Feminino,1997-05-10,2020-12-25,386 Callahan Key Suite 610,Rio De Janeiro,Rio De Janeiro,Brasil,App,29
38c416a8-6e4f-4788-b77c-6a85aee77332,Ana,Correia,Ana Correia,acorreia248@gmail.com,(82) 2076-3812,,Feminino,1988-03-08,2021-09-13,86854 Patel Row,Salto,São Paulo,Brasil,App,38
ffcfa884-bce9-4d2f-83ef-63d133f1eaae,Wesley,Klein,Wesley Klein,wklein163@gmail.com,(81) 2338-1051,9337.0,Masculino,1974-11-14,2023-10-15,4787 Moody Burg Suite 418,Torres,Rio Grande Do Sul,Brasil,Indicação,51
92d93e16-f404-4892-9d33-709c94c5ead0,Xenia,Esteves,Xenia Esteves,xenia_esteves@gmail.com,(87) 9044-5393,44104.0,Feminino,1960-03-17,2019-04-20,26887 Maxwell Locks Suite 876,Castelo,Espírito Santo,Brasil,Web,66
407d2358-258c-48a3-af0e-cc400d53a8e7,Quezia,Campos,Quezia Campos,quezia_campos@yahoo.com,(88) 0189-7296,70794.0,Feminino,2015-08-01,2019-09-28,07414 James Summit,Ipiranga Do Piauí,Piauí,Brasil,Web,10
67cb9e70-ee21-4702-a90d-659cbc25fd18,Zenon,Miranda,Zenon Miranda,zenon.miranda@gmail.com,(85) 2911-4179,19315.0,Masculino,1981-03-11,2022-03-08,27489 MCDONALD FORD,Vespasiano,Minas Gerais,Brasil,App,45
551b04e9-7d5f-4c6e-8307-e7924c11fae0,Vilma,Rocha,Vilma Rocha,vilma341@yahoo.com,(84) 4710-9191,9508.0,Feminino,1983-04-18,2019-03-17,4881 Kane Bypass,Valparaíso De Goiás,Goiás,Brasil,App,43
d930f733-3a16-413d-a879-5ae7cd5c19b9,Silvio,Godoy,Silvio Godoy,silvio_godoy@hotmail.com,(12) 8257-7445,856.0,Masculino,1981-04-16,2021-03-19,07669 Bennett Green,São José Dos Campos,São Paulo,Brasil,Indicação,45
df5f377a-8fd8-4c12-ad37-8b50d5338517,Tulio,Figueiredo,Tulio Figueiredo,tulio.figueiredo@gmail.com,(27) 8999-0698,193.0,Masculino,1994-04-20,2020-04-03,4645 Jessica Squares,Arujá,São Paulo,Brasil,Web,32
0ae76615-db16-44c7-aadc-0e2412d1bc2a,Claudia,Yunes,Claudia Yunes,claudia.yunes940@yahoo.com,(81) 1823-3078,671.0,Feminino,1997-05-24,2024-03-03,50651 Michelle Trace,Aparecida De Goiânia,Goiás,Brasil,App,28
c673f399-379a-41f2-aa9d-b9871c037cfa,Jefferson,Otero,Jefferson Otero,jotero733@yahoo.com,(94) 5853-8856,47515.0,Masculino,1989-04-08,2019-05-04,784 Sanders Brook,Ribeirão Cascalheira,Mato Grosso,Brasil,App,37
3d93e614-3072-4186-bea4-d7680b11ba41,Prisco,Amorim,Prisco Amorim,prisco246@1.com,(84) 2625-7121,7375.0,Masculino,1967-01-31,2024-12-10,541 Lee Throughway,Saloá,Pernambuco,Brasil,Web,59
c88d8b72-0ae5-4a0f-be49-52df8b283949,Italo,Cunha,Italo Cunha,italo.cunha425@hotmail.com,(15) 8572-5959,,Masculino,1976-06-22,2019-12-18,7019 Weiss Corner,Jundiaí,São Paulo,Brasil,App,49
e494f137-1421-4a84-9421-59089bfceea9,Luan,Amorim,Luan Amorim,lamorim208@yahoo.com,(94) 4237-3985,33503.0,Não Informado,1998-10-30,2023-10-28,8256 Glass Land Apt. 841,Feira De Santana,Bahia,Brasil,Web,27
2e437ff4-77a6-40ff-8a4e-d377c07c239f,João,Fernandes,João Fernandes,joao.fernandes@hotmail.com,(83) 4100-4457,251.0,Não Informado,1996-05-10,2021-04-08,1645 Archer Groves Suite 053,Divinolândia,São Paulo,Brasil,Web,30
836fb707-3f7f-457e-b2b4-9add1c9b4f07,Querinton,Teixeira,Querinton Teixeira,querinton.teixeira@hotmail.com,(82) 6151-9224,,Masculino,1997-01-14,2023-01-17,548 Mary Rapid,Rio De Janeiro,Rio De Janeiro,Brasil,App,29
081038e0-e63f-46f9-ad34-ae6aabc1aaa1,Cesar,Krause,Cesar Krause,cesar_krause@yahoo.com,(81) 4208-9462,3251.0,Masculino,2006-01-13,2020-12-06,187 Sally Pass Suite 629,Itamaraju,Bahia,Brasil,App,20
ef2de225-39a5-4b9e-b364-d97199403ba1,Tatiana,Pereira,Tatiana Pereira,tpereira268@yahoo.com,(11) 8371-9864,307.0,Feminino,1987-01-18,2021-05-01,8466 Kathryn Roads Suite 993,Dourados,Mato Grosso Do Sul,Brasil,Web,39
f9647e41-7636-49f2-8055-2243cd96be32,Isadora,Lopes,Isadora Lopes,isadora.lopes@hotmail.com,(84) 2206-9554,,Feminino,1982-04-23,2023-09-29,0812 Lynch Glen,Santo André,São Paulo,Brasil,App,44
87488f86-a550-4cbd-ad9c-3237e66a12a5,Samuel,Godoy,Samuel Godoy,samuel.godoy@hotmail.com,(18) 6288-9584,38009.0,Masculino,1972-12-29,2018-08-18,422 John Forest Apt. 600,Lagoa Da Confusão,Tocantins,Brasil,Indicação,53
41663a45-972c-4e48-8d4e-b4e889e6fbe0,Ivan,Estrada,Ivan Estrada,ivan_estrada@hotmail.com,(89) 4054-6775,26827.0,Masculino,1982-09-18,2019-08-24,1097 Bryan Creek,Monte Carmelo,Minas Gerais,Brasil,Web,43
fc9baace-4866-4261-a348-eca80fdeba15,Adriano,Neto,Adriano Neto,adriano.neto@hotmail.com,(48) 1061-7011,,Masculino,1994-06-12,2019-02-09,1670 Nolan Springs,Patos De Minas,Minas Gerais,Brasil,Web,31
9429142b-aa40-4410-b128-d9df9c4c9a71,Berenice,Garcia,Berenice Garcia,berenice.garcia@yahoo.com,(92) 3570-9556,,Feminino,1984-10-04,2020-09-15,699 Jenkins Prairie Suite 075,Santos Dumont,Minas Gerais,Brasil,Web,41
03efcfba-2610-4b49-a069-ad4040fcc4fa,Clara,Lopes,Clara Lopes,clara_lopes@yahoo.com,(77) 1070-9030,643.0,Feminino,1993-10-09,2020-03-26,7279 Moore Viaduct,Serra,Espírito Santo,Brasil,Web,32
912d8a7c-8f3c-4a85-9e55-2b845c6b9ab1,Renan,Fernandes,Renan Fernandes,renan.fernandes@hotmail.com,(92) 1442-8946,3269.0,Masculino,1997-05-28,2018-01-27,59453 Farmer Path,Rio De Janeiro,Rio De Janeiro,Brasil,Web,28
3bec712b-eebc-4bff-ab7b-eebd86bdbded,Osmar,Alves,Osmar Alves,osmar416@hotmail.com,(82) 4114-2589,7464.0,Masculino,1981-06-22,2022-08-17,188 Natalie Junction,Campinas,São Paulo,Brasil,App,44
404146cd-dd8b-4059-93b9-2ea5ab6b0dd5,Zelino,Ulhoa,Zelino Ulhoa,zelino.ulhoa525@gmail.com,(89) 3342-9267,236.0,Masculino,1974-08-29,2021-08-21,7913 Chan Crest Suite 651,Araçatuba,São Paulo,Brasil,Web,51
7f104d6a-240b-49e8-9599-fdcd9de6ea60,Uriel,Serrano,Uriel Serrano,uriel_serrano@1.com.br,(87) 8137-1653,1005.0,Masculino,1984-03-02,2021-12-04,271 Reeves Burg Apt. 832,Caxias Do Sul,Rio Grande Do Sul,Brasil,Web,42
ee6ef4b8-22c7-43db-9cf4-b9ff1e93af95,Mauro,Nunes,Mauro Nunes,mnunes323@yahoo.com,(98) 4684-9966,157.0,Masculino,1984-06-02,2019-02-02,497 Lawrence Spur Suite 304,União,Piauí,Brasil,Web,41
c555b5b2-d4e6-4434-9551-56c8c00ca480,Sabrina,Ornelas,Sabrina Ornelas,sabrina171@hotmail.com,(93) 9314-7669,638.0,Feminino,1979-07-23,2024-11-25,5007 Renee Springs Apt. 420,Hortolândia,São Paulo,Brasil,Web,46
fce02f24-a9b2-4960-9fb6-6475fdda6753,Uriel,Amorim,Uriel Amorim,uriel.amorim@yahoo.com,(84) 0296-0528,212.0,Masculino,1970-06-12,2022-03-22,6795 Matthew Station Suite 297,Novo Gama,Goiás,Brasil,Web,55
a2cbde2f-8576-42c9-af48-857b0165f68e,Giovani,Lopes,Giovani Lopes,giovani_lopes@yahoo.com,(91) 2636-2799,1349.0,Masculino,1985-11-07,2022-08-11,000 David Orchard Apt. 893,Rio Brilhante,Mato Grosso Do Sul,Brasil,Web,40
98bb0d1a-0f4e-4103-8cfa-46ea8bfa49bd,Xenia,Nascimento,Xenia Nascimento,xnascimento813@hotmail.com,(83) 8814-2206,,Feminino,1995-06-28,2018-11-27,1847 Katherine Spring,Vitória,Espírito Santo,Brasil,Web,30
106b6dba-b8c5-4e1b-9854-d54a645bd60f,Barbara,Bessa,Barbara Bessa,barbara.bessa@hotmail.com,(84) 6540-3229,901.0,Feminino,1970-10-07,2022-11-14,466 Melissa Fall Apt. 872,Lages,Santa Catarina,Brasil,Web,55
f6214b00-bbb5-4a6a-a2f9-1e89809fc2a7,Valter,Lopes,Valter Lopes,valter_lopes@hotmail.com,(82) 9551-1582,,Masculino,1974-01-23,2020-06-17,189 Miles Ridge Apt. 879,Campinas,São Paulo,Brasil,Web,52
01e5cabb-9b61-4bc6-b674-9c7a12f094cd,Carolina,Dias,Carolina Dias,carolina_dias@hotmail.com,(77) 2117-4577,17.0,Feminino,2005-05-27,2018-03-02,34800 Nicholas Center,Governador Eugênio Barros,Maranhão,Brasil,Web,20
69a37747-86c1-40b4-9708-4c1fa60bc501,Hugo,Costa,Hugo Costa,hcosta433@gmail.com,(82) 1079-1047,493.0,Masculino,1997-02-08,2021-07-24,021 Michelle Bypass Suite 335,Mogi Das Cruzes,São Paulo,Brasil,App,29
141039cf-07c4-4fe4-8d42-4fd91353b3b0,Ana,Kuhn,Ana Kuhn,ana.kuhn@hotmail.com,(84) 4507-8522,79539.0,Feminino,1992-01-26,2022-06-23,4928 Taylor Junction Apt. 943,Paulínia,São Paulo,Brasil,Web,34
