id_cliente,nome_cliente,sobrenome_cliente,email_cliente,telefone_cliente,ramal_cliente,genero_cliente,data_nascimento_cliente,data_cadastro_cliente,endereco_cliente,cidade_cliente,estado_cliente,pais_cliente,origem_cliente
9b4da19f-301f-4a13-99ec-53675392d63b,Fernando,Martins,fmartins463@hotmail.com,(14) 8777-5595,null,Masculino,1985-04-09,2019-10-23,67396 Lara Viaduct,Santo Ângelo,Rio Grande Do Sul,Brasil,Web
f8e58307-5cef-4cf2-8688-d0fb9d0be272,Miguel,Xerez,miguel.xerez430@yahoo.com,(92) 7795-2129,86189,Masculino,1984-03-17,2021-03-31,07517 Jeffrey Fall Apt. 864,Pirassununga,São Paulo,Brasil,Web
6f242b59-1328-4db3-9815-869b40cfce82,Francisco,Zanetti,francisco.zanetti@gmail.com,(87) 8057-5106,null,Masculino,2001-11-23,2023-12-20,0567 Monique Place Suite 905,Leme,São Paulo,Brasil,App
8b983716-e6e3-4d4d-a6a5-bdb6edbe1d37,Carla,Hora,chora103@hotmail.com,(75) 3550-2553,null,Feminino,1966-04-17,2023-06-07,412 Nicholas Vista,Aquiraz,Ceará,Brasil,Web
e38ee754-d7d1-46c8-ae6f-a00bec172b3c,Celso,Abreu,cabreu458@hotmail.com,(92) 8851-8940,75302,Masculino,1996-09-15,2023-04-17,7359 Watson Hill Suite 756,Cataguases,Minas Gerais,Brasil,Web
51687e84-8dec-41f3-886b-dac8270f589b,Valeria,Tobias,valeria.tobias135@gmail.com,(97) 2578-7539,36439,Feminino,1977-01-12,2019-08-21,26826 Hopkins Mountain Apt. 946,Nossa Senhora Do Socorro,Sergipe,Brasil,Web
0ef547b0-7abd-4214-ad0d-59b69da35404,Zelino,Correia,zelino.correia495@gmail.com,(91) 0734-9654,null,Masculino,2002-03-01,2018-06-10,37744 Hannah Shores,Fortaleza,Ceará,Brasil,Web
a6b7476a-8fe0-4e5f-9d63-6a246ddb6283,Quirina,Queiroz,quirina_queiroz@gmail.com,(93) 6542-9427,null,Feminino,1994-07-07,2022-04-23,2013 Kennedy Junction,São Paulo,São Paulo,Brasil,App
887cd419-642f-41ea-97ec-372f92b2b49e,Paulo,Carvalho,paulo_carvalho@gmail.com,(84) 1157-1952,854,Masculino,2002-07-21,2021-08-10,443 Garcia Fields Suite 538,Gravataí,Rio Grande Do Sul,Brasil,App
8348754f-9f0f-4673-88da-15910482f0ea,Sheila,Hora,sheila.hora@gmail.com,(79) 4720-5382,767,Feminino,1992-06-02,2018-12-15,3769 Schroeder Islands Apt. 349,Salvador,Bahia,Brasil,Indicação
1ace1025-148a-402c-babd-f96ee0eb0635,Wanessa,Orozco,wanessa.orozco800@hotmail.com,(98) 1665-6834,null,Feminino,1994-12-23,2022-01-06,55081 Evans Rapids Suite 989,Duque De Caxias,Rio De Janeiro,Brasil,Web
c5e93886-dab9-429c-b17e-72916396957b,Leonardo,Zimmermann,leonardo.zimmermann795@gmail.com,(86) 3137-3846,0317,Masculino,2003-09-29,2022-05-04,88742 Mckee Village,Tuparendi,Rio Grande Do Sul,Brasil,App
2e44e3bd-a51e-45ff-9d00-0d9f38d7c34e,Bianca,Viana,bviana268@hotmail.com,(95) 7830-0947,979,Feminino,2000-07-11,2021-10-11,85867 Gates Shoals,Açailândia,Maranhão,Brasil,App
2538ad8d-3a6c-4d9a-888b-b416552fd3f1,Gustavo,Borges,gustavo_borges@gmail.com,(88) 8344-0905,null,Masculino,1987-09-04,2021-04-19,10819 Julie Port Suite 498,Fortaleza,Ceará,Brasil,Web
cf93a24b-8e4a-4d66-8f47-33e0c75e8d08,Elaine,Orozco,elaine.orozco@hotmail.com,(92) 1905-9244,null,Feminino,2001-12-14,2021-02-22,7148 Ashley Mountains,Além Paraíba,Minas Gerais,Brasil,Web
594594e0-df49-4a86-871c-7e3151e832ad,Otavio,Fernandes,otavio901@yahoo.com,(73) 3089-4042,692,Masculino,1979-08-21,2019-02-16,9846 Matthews Way,São Luís,Maranhão,Brasil,App
69e7e6be-1efb-4546-804d-c164579e263e,Vinicius,Sampaio,vinicius.sampaio@hotmail.com,(89) 7744-4620,null,Masculino,1996-08-01,2020-05-20,5427 Cooper Plains,Rio Largo,Alagoas,Brasil,Web
d8aa3087-a606-462d-b345-101ec946b7f1,Silvio,Cunha,silvio.cunha225@hotmail.com,(83) 0494-4420,8765,Masculino,2002-01-24,2024-02-04,1015 Jody Isle,Niterói,Rio De Janeiro,Brasil,Web
ca59687e-5ddd-42a0-a851-e1c4dfdcb695,Giovanna,Menezes,giovanna_menezes@yahoo.com,(89) 6586-5711,null,Feminino,1992-06-04,2022-02-15,962 Mendoza Land,Santana Do Paraíso,Minas Gerais,Brasil,Web
92e3e2e1-ad2b-4c2f-bdf0-7e7634130707,Noemi,Vargas,noemi.vargas@gmail.com,(77) 5101-8256,8660,Feminino,1967-08-16,2020-03-17,730 Gina Shoals,São João Do Carú,Maranhão,Brasil,Web
8a12b33f-2c4c-4b09-ac02-9ceabf429f31,Vagner,Brito,vagner736@hotmail.com,(86) 1298-6821,null,Masculino,1996-07-30,2022-10-27,7926 Glass Trace,Palmeirante,Tocantins,Brasil,Web
9ad22336-7b31-4cac-8e04-311a3e65f2da,Livia,Lacerda,livia.lacerda@gmail.com,(75) 1705-6135,null,Feminino,1992-12-02,2021-06-09,456 Garcia Lodge,Várzea Grande,Mato Grosso,Brasil,App
fb1c4880-0369-4ac2-a61c-d9d772db9ece,Tulio,Abreu,tulio_abreu@yahoo.com,(16) 5781-4997,null,Masculino,2005-12-06,2018-08-25,5412 Molly Road,Brasília De Minas,Minas Gerais,Brasil,App
d4003990-c05d-434a-adef-85ef80fef346,Sandra,Evangelista,sandra.evangelista@hotmail.com,(66) 5346-2340,null,Feminino,1998-09-08,2018-04-12,771 Ward Tunnel,Cristinápolis,Sergipe,Brasil,App
7d1ea815-95cd-4bb2-90b5-207a57fc8d4b,Nicole,Araújo,nicole.araujo@yahoo.com,(77) 0481-5037,51260,Feminino,1966-09-17,2019-10-19,66272 Dawson Route Suite 133,Ananindeua,Pará,Brasil,Web
9a3ac7dc-58b5-4934-9b4e-b849f85f4a53,Silvio,Tobias,silvio826@hotmail.com,(34) 8837-9579,null,Masculino,1998-03-10,2018-06-20,1102 James Gateway,Fortaleza,Ceará,Brasil,Indicação
0b6b23b0-8f35-4d0c-8633-4ff04feeef14,Luan,Andrade,luan776@yahoo.com,(91) 8697-5613,35124,Masculino,1973-11-06,2022-06-09,882 Reed Cliffs,Teodoro Sampaio,São Paulo,Brasil,Indicação
92b1e48f-1dde-4135-82f3-1bcf59a7c8f2,Samuel,Lopes,slopes358@gmail.com,(84) 4669-0324,87658,Masculino,1997-01-11,2021-07-01,671 Smith Ferry Suite 157,Recife,Pernambuco,Brasil,Web
f109aa1a-4ae6-465e-a2ee-d23c08e1d147,Roberta,Serrano,roberta346@yahoo.com,(87) 3144-6529,null,Feminino,1994-06-22,2021-06-06,75932 Julie Plains Suite 634,Curitiba,Paraná,Brasil,Web
099377e0-c80e-408a-b8ce-861b8ae116f8,Julia,Guerra,julia.guerra305@yahoo.com,(93) 0969-3745,null,Feminino,1972-07-17,2023-05-20,182 White Crossing,Palestina De Goiás,Goiás,Brasil,Web
e54f2fec-6b2d-447f-bf6a-2a40eddba025,Cintia,Xisto,cintia451@hotmail.com,(12) 9350-7495,null,Feminino,1996-08-27,2023-11-24,482 Williams Burg Apt. 986,Itapecuru Mirim,Maranhão,Brasil,App
44c41cc2-7951-48ce-be40-9bd047f560bc,Samuel,Iglesias,samuel711@hotmail.com,(97) 2964-8383,null,Masculino,1988-07-26,2022-02-20,960 Dawn Run Apt. 281,Sobral,Ceará,Brasil,Web
47080832-f08e-46de-973c-df982207883c,Mariana,Sampaio,mariana.sampaio990@yahoo.com,(83) 8040-6291,null,Feminino,1996-02-07,2019-09-26,590 Catherine Roads,Barra Do Quaraí,Rio Grande Do Sul,Brasil,Web
8094cb6a-5583-4f7a-902e-73a3eade891b,Bruno,Campos,bruno.campos855@hotmail.com,(91) 8326-9326,8714,Masculino,1975-08-02,2021-07-16,407 Murray Gateway,São Paulo,São Paulo,Brasil,Indicação
5ff62152-746e-4e9f-8526-5692279d609d,Zelinda,Fonseca,zelinda.fonseca675@hotmail.com,(82) 1277-3914,null,Feminino,1992-02-10,2023-07-03,7505 Melton Orchard Apt. 180,Osasco,São Paulo,Brasil,App
a205dbd3-d7fa-4eeb-a25b-a0c37f9925f6,Yonatan,Tavares,yonatan.tavares@hotmail.com,(93) 3817-9092,null,Masculino,2002-09-21,2023-10-14,791 Mark Way,Palhoça,Santa Catarina,Brasil,Web
7167c1fa-14aa-47f5-8bb7-61c40b7a9c3c,Zenon,Santos,zenon.santos980@gmail.com,(13) 4588-2777,1101,Masculino,2004-02-01,2020-10-03,857 Richards View,Jardim,Mato Grosso Do Sul,Brasil,Web
7fd1781c-28ad-4427-b84e-c80e3c4c3007,Marta,Araújo,marta_araujo@yahoo.com,(97) 7815-5299,null,Feminino,1972-03-16,2023-07-08,9602 Scott Burgs Suite 389,Guarulhos,São Paulo,Brasil,Web
4cfd1951-e41f-4a0f-b43f-d27b30213000,Ulisses,Iglesias,ulisses.iglesias@yahoo.com,(82) 5229-1756,14990,Masculino,2005-05-02,2021-06-19,4517 Bryant Brooks Apt. 089,Suzano,São Paulo,Brasil,Indicação
f7f16470-313c-41ef-9cb2-8e8462d6636b,Samuel,Hadad,samuel.hadad155@yahoo.com,(16) 9048-9595,null,Masculino,1977-01-29,2018-09-18,07112 Jaclyn Meadow Suite 762,Santa Luzia D'oeste,Rondônia,Brasil,App
12c61230-b10e-4c94-b484-02e6e2b76798,Xenofonte,Siqueira,xenofonte.siqueira360@hotmail.com,(92) 2194-8249,null,Masculino,1983-10-11,2021-07-01,351 Veronica Mission Suite 972,Araçatuba,São Paulo,Brasil,Web
fde4dfa0-d6c3-4b21-ab64-88e7f0497f27,Breno,Menezes,breno.menezes825@yahoo.com,(91) 7285-2534,4127,Masculino,1983-07-27,2018-05-06,8225 Whitney Coves Suite 400,Juazeiro Do Norte,Ceará,Brasil,Web
3971b0fe-773d-4688-a842-1a9365a2d6e4,Fernanda,Correia,fernanda511@gmail.com,(92) 4882-3818,2586,Feminino,1982-11-02,2021-09-15,8549 Renee Plaza,Pindamonhangaba,São Paulo,Brasil,Web
ab8b7b63-df4f-4eae-a4b1-e6c4c492fe58,Artur,Ribeiro,artur_ribeiro@gmail.com,(91) 9511-7198,235,Masculino,1969-10-04,2024-10-24,06536 Steven Walk Suite 797,Serra,Espírito Santo,Brasil,Web
41f6228a-1400-4475-81e0-2a3e54d667f3,Mariana,Castro,mariana.castro@gmail.com,(74) 3833-1060,null,Feminino,1976-10-17,2019-06-19,2123 Ford Land,Várzea Paulista,São Paulo,Brasil,App
0a7b4c2e-cb1a-400f-a468-c772d4629412,Tania,Uchoa,tania_uchoa@gmail.com,(93) 4859-3401,1193,Feminino,1987-04-06,2024-03-04,5764 Johnson Falls Suite 447,Bom Sucesso,Paraíba,Brasil,Web
f620a940-7259-4af3-a65f-7b0b08411152,Murilo,Valente,murilo.valente@yahoo.com,(65) 5614-4212,742,Masculino,1982-10-07,2023-03-17,64971 Donald Mount,Santarém,Pará,Brasil,Web
c67e17cd-1483-4c75-ba49-eab5d830d56c,Jonatan,Amorim,jonatan.amorim@gmail.com,(95) 3959-9177,null,Masculino,1946-12-23,2023-08-30,1375 Jones Crest,São José Do Rio Preto,São Paulo,Brasil,App
2f286d8d-5ed5-4ddb-a649-f9eef94a1829,Nicolas,Garcia,ngarcia123@gmail.com,(83) 3414-5640,846,Masculino,1986-10-17,2018-10-13,04383 April Wells Apt. 302,Tucuruí,Pará,Brasil,App
a065df3f-24c1-4429-b24b-af41dbaba62d,Helena,Lacerda,helena_lacerda@gmail.com,(73) 4630-3237,5084,Feminino,1992-08-27,2023-01-31,8526 Miller Burg Suite 933,Carnaúba Dos Dantas,Rio Grande Do Norte,Brasil,Indicação
78b8300d-e978-4e16-8c82-fb683450c8a4,Larissa,Henriques,larissa931@hotmail.com,(82) 1023-7558,119,Feminino,1995-07-23,2020-11-25,459 Diana Road Apt. 525,Rio De Janeiro,Rio De Janeiro,Brasil,App
3cb921cc-8ecc-48e4-aa95-6fae38d59a4a,Jonatan,Dias,jonatan.dias640@hotmail.com,(84) 8911-5504,null,Masculino,1999-03-19,2024-11-11,5282 Jessica River,Mairiporã,São Paulo,Brasil,Web
7505e354-d2e2-4363-a06d-1b2d49016641,Thaisa,Macedo,thaisa101@hotmail.com,(89) 0158-3944,null,Feminino,1982-07-06,2022-01-13,65402 Tara Island Apt. 145,Vila Velha,Espírito Santo,Brasil,Web
0b1177cf-c41c-4097-aaf5-b15efcf08c35,Jaqueline,Souza,jaqueline.souza265@gmail.com,(97) 7296-5295,5229,Feminino,1981-07-17,2018-03-12,471 Hernandez Grove Suite 608,Maringá,Paraná,Brasil,App
54311855-6392-4fab-8a12-45eb18b0498e,Walquiria,Garcia,walquiria_garcia@yahoo.com,(79) 3033-3445,643,Feminino,2000-10-28,2024-07-04,76843 Anthony Forges,São Paulo,São Paulo,Brasil,App
c172fd3b-bef9-4124-a89c-976921382ceb,Amelia,Campos,acampos573@yahoo.com,(77) 1049-1229,null,Feminino,2004-11-08,2019-01-09,6071 Alex Keys,Coribe,Bahia,Brasil,App
b351c28c-7654-4502-bcfe-62d2a969513b,Gabriel,Freitas,gabriel.freitas905@gmail.com,(84) 1827-6203,565,Masculino,1985-04-30,2024-01-30,739 Warren Plaza,Santa Luzia,Minas Gerais,Brasil,App
a0c76ca6-0d2d-4c50-84c5-10cac16712bb,Bianca,Ferreira,bianca.ferreira830@yahoo.com,(74) 6723-9030,810,Feminino,2017-10-20,2019-12-21,00319 Williams Glen,Itamaraju,Bahia,Brasil,App
eb5238e3-a1ca-4e25-9db2-b663afd17fe0,Luciana,Yunes,luciana.yunes825@yahoo.com,(86) 1350-9956,812,Feminino,1982-08-21,2023-06-20,433 Stuart Turnpike Suite 076,Cumaru,Pernambuco,Brasil,Indicação
ef0a7b92-0e20-4c6a-8e3f-7e071038f68c,Quezia,Gomes,qgomes283@yahoo.com,(77) 6604-9313,null,Feminino,1975-05-17,2018-12-30,72343 Mills Run Suite 582,São Leopoldo,Rio Grande Do Sul,Brasil,Web
d6dcc5e5-d6c7-464e-9d8e-1dfbc390ec79,Soraya,Werneck,swerneck203@hotmail.com,(88) 1907-5179,3681,Feminino,1989-01-10,2018-09-01,303 Jeremy Plaza,São Carlos Do Ivaí,Paraná,Brasil,Web
11eae6a0-c04d-4e90-aaeb-c312cdd85f4c,Pedro,Ortiz,pedro.ortiz@gmail.com,(13) 0679-9769,null,Masculino,1987-06-24,2021-08-03,686 Julia Union Apt. 529,São Paulo,São Paulo,Brasil,Web
aac74435-d797-4fda-8f9d-2850e1d49690,Alexandre,Castro,acastro593@hotmail.com,(81) 4706-7091,62924,Masculino,1999-05-28,2022-10-24,112 Nicholas Point Suite 205,São Paulo,São Paulo,Brasil,App
f03ee737-6caa-4d53-bc08-4d80547a6451,Beto,Yokoyama,beto.yokoyama@hotmail.com,(92) 7227-2866,841,Masculino,1973-06-01,2023-07-14,53504 Lane Rapid Apt. 733,Piracicaba,São Paulo,Brasil,Web
074a6094-5c16-450e-80e9-f5a8fb3fe0b2,Sandra,Queiroz,sandra.queiroz@hotmail.com,(75) 1093-1360,09212,Feminino,1997-07-24,2022-07-24,2312 Alex Cliffs,Caucaia,Ceará,Brasil,App
9e5f576d-63b2-4b6e-aa47-db58227c958b,Gabriela,Fonseca,gfonseca303@hotmail.com,(87) 1186-5062,3958,Feminino,1978-09-19,2022-03-23,0552 Amanda Square,Guajará-mirim,Rondônia,Brasil,App
0428894b-bd6a-4e34-8b76-715bdebfbd59,Plinio,Guimarães,plinio_guimaraes@gmail.com,(13) 9794-6305,null,Masculino,2021-04-28,2022-03-23,3268 Brooke Creek,Santos,São Paulo,Brasil,Web
8aeef6f5-6d60-4f56-99af-c227b04f74da,João,Miranda,jmiranda113@gmail.com,(92) 9936-2322,98938,Masculino,1992-10-04,2020-12-13,63281 Hannah Forest Apt. 254,Sobral,Ceará,Brasil,App
3ea66b92-8e8f-42cd-a688-d82019add1f9,Beto,Inocencio,beto261@gmail.com,(96) 7824-6790,889,Masculino,2006-04-14,2018-03-27,444 Kimberly Neck,Itabira,Minas Gerais,Brasil,Web
93455a22-cd0e-4859-842a-290a966d3cd9,Fabio,Nagata,fabio.nagata260@gmail.com,(98) 8937-7462,null,Masculino,1989-06-19,2018-08-27,567 Patricia Street,Campinas,São Paulo,Brasil,Web
172e509e-bf1c-4137-8c53-82770d9ed1d3,Urania,Vargas,urania_vargas@gmail.com,(88) 3815-5975,753,Feminino,2001-07-16,2018-04-08,306 Adam Mill,Ananindeua,Pará,Brasil,Web
ed0dde2b-73e8-4a31-a932-ac96bc58f0cf,Quesley,Guerra,quesley_guerra@yahoo.com,(86) 2660-9461,6939,Masculino,1977-12-23,2020-11-28,4023 Robin Dale Apt. 523,Aparecida De Goiânia,Goiás,Brasil,App
bc6f742d-1aee-4430-b120-5368528b80fd,João,Andrade,joao.andrade485@yahoo.com,(92) 3765-1707,null,Masculino,1981-03-31,2019-04-26,7706 Sandra Parkway,Cabo Frio,Rio De Janeiro,Brasil,Web
12491eac-6971-422e-b32d-67ec2b4133ab,Francielly,Estrada,festrada193@gmail.com,(77) 1471-1156,921,Feminino,1983-11-28,2024-04-04,8744 Beth Unions Suite 365,Itajaí,Santa Catarina,Brasil,App
83d39243-958d-463a-9d0f-fd6351af710f,Veronica,Serrano,veronica391@yahoo.com,(81) 6545-7061,null,Feminino,1970-09-09,2022-12-21,2308 Henderson Skyway,Paracuru,Ceará,Brasil,App
ffb1bfd6-438e-461a-90da-643e38ec7de6,Larissa,Brito,larissa941@hotmail.com,(86) 9102-9660,null,Feminino,1999-10-13,2022-01-29,332 Stephen Plain Suite 387,Londrina,Paraná,Brasil,Web
ee52fa21-48a8-445c-929c-8fbbc3465c6d,Ingrid,Godoy,igodoy583@gmail.com,(85) 4814-6635,8898,Feminino,1976-08-01,2018-02-24,6387 Joel Shoal Suite 985,Gongogi,Bahia,Brasil,Web
5f5a20c1-2887-45a2-b8c1-ed4ff7c669b8,Valdo,Garcia,valdo.garcia@gmail.com,(87) 7021-9761,null,Masculino,2001-10-20,2020-03-22,5348 Lori Crossroad Suite 537,Uberlândia,Minas Gerais,Brasil,Indicação
7414a94f-fb3b-4978-8839-c2d9e3419621,Luana,Viana,luana_viana@yahoo.com,(83) 6457-8232,148,Feminino,1945-07-16,2022-10-19,5145 Christopher Land,Amparo,São Paulo,Brasil,Web
846a2cb0-33e2-4a22-9196-7283919c12da,Ursula,Luz,ursula.luz@hotmail.com,(77) 6424-2671,56212,Feminino,1954-04-08,2018-01-03,26906 Padilla Loop,Cotia,São Paulo,Brasil,Web
fe27fc1b-fdfb-446f-a47e-52d265f84739,Gabriel,Cardoso,gabriel906@hotmail.com,(83) 4100-9488,null,Masculino,1946-05-27,2023-11-13,2136 Clarke Cliffs Suite 624,Marechal Cândido Rondon,Paraná,Brasil,Web
08523126-e4eb-41e6-8fd4-f8d8a428325e,Leticia,Uchoa,luchoa938@gmail.com,(92) 7294-6529,1226,Feminino,1978-09-04,2018-10-26,83969 Samantha Field Suite 919,Rio De Janeiro,Rio De Janeiro,Brasil,Indicação
80e728cf-eea4-414b-a236-9f70bbda1a8a,Marcos,Vargas,marcos.vargas@gmail.com,(83) 5465-2423,62860,Masculino,2002-01-06,2018-10-13,8797 Johnson Plaza Suite 644,Brusque,Santa Catarina,Brasil,App
17714486-77ff-4fa1-ba00-b101c522dfca,Herbert,Cunha,herbert.cunha930@hotmail.com,(89) 9571-5319,9734,Masculino,2000-04-02,2019-01-03,485 James Estate,Carapicuíba,São Paulo,Brasil,App
66e9d0c0-9fe2-4fd9-b5d7-2d16087adecc,Giovana,Ramos,giovana.ramos@gmail.com,(94) 4953-7072,null,Feminino,2005-11-07,2020-08-15,29773 Robert Ranch,Extrema,Minas Gerais,Brasil,App
d9dceffc-33e5-405d-ae62-2dc0b10fb983,Alice,Uchoa,alice.uchoa@gmail.com,(16) 9547-7407,1105,Feminino,1977-04-02,2018-03-03,801 Nguyen Via Suite 258,Salvador,Bahia,Brasil,Web
366e46cb-c008-4993-9c7e-a85e3d9ca709,Artur,Pereira,apereira628@hotmail.com,(79) 3909-8010,494,Masculino,1975-07-29,2019-04-28,75838 Garza View Apt. 921,Goiânia,Goiás,Brasil,Web
bd6bd6bb-ce3f-445b-a351-07f7d366cc83,Ubirajara,Xerez,ubirajara_xerez@gmail.com,(79) 4381-3355,null,Masculino,2004-06-28,2021-09-30,8555 Frey Mission Suite 685,Nova Belém,Minas Gerais,Brasil,App
237d35dd-ceeb-4e0b-a770-b036a8f97d6e,Fatima,Campos,fatima.campos@hotmail.com,(75) 1754-1211,null,Feminino,2004-02-21,2023-01-12,08733 Stone Ridges,Janaúba,Minas Gerais,Brasil,App
315421fd-c81d-4fdd-b5c9-017142579719,Fatima,Gomes,fatima.gomes940@gmail.com,(91) 8234-7491,6114,Feminino,1981-10-11,2022-03-23,222 Raymond Spur Suite 347,Chapecó,Santa Catarina,Brasil,Web
663cb9e5-cf55-4afc-ac4a-d2110be44285,Rafaela,Orozco,rorozco658@hotmail.com,(13) 7332-5678,743,Feminino,1967-05-27,2023-05-23,944 Jonathan Corners,Vitória,Espírito Santo,Brasil,App
74d1e70e-c13a-4345-8d69-5fff2e289b58,Ruan,Carvalho,ruan_carvalho@yahoo.com,(92) 7992-4406,87652,Masculino,2020-03-16,2022-03-27,3932 Jeremiah Extension Suite 543,Patrocínio,Minas Gerais,Brasil,Web
94a4c907-336a-4edc-87e7-971470533435,Amelia,Coutinho,amelia.coutinho@yahoo.com,(79) 9511-3131,null,Feminino,1975-02-06,2020-05-09,19346 Dillon Stream Suite 297,Salvador,Bahia,Brasil,Web
5958924a-444d-48ee-9e31-965416310a21,Daniela,Garcia,daniela681@hotmail.com,(82) 2853-0757,5602,Feminino,1981-03-26,2021-12-23,154 Torres Coves Apt. 821,Brasília,Distrito Federal,Brasil,Web
ad0b69bb-5383-4825-a4b9-1988fa3617a8,Thaisa,Werneck,twerneck648@hotmail.com,(77) 2871-2116,2924,Feminino,1983-09-27,2022-04-02,0039 Simpson Divide,São Bernardo Do Campo,São Paulo,Brasil,App
8a4f1175-68df-4c8b-8fb0-857931961bf4,Bianca,Tavares,bianca856@gmail.com,(97) 9861-5945,null,Feminino,1996-02-20,2021-05-09,50590 Manning Extensions,São Paulo,São Paulo,Brasil,Web
f294bc34-6110-42aa-85cd-6725462e6f93,Urania,Pacheco,urania.pacheco@gmail.com,(77) 0109-0713,85020,Feminino,1983-07-23,2022-10-16,845 Wright Shoal,Muquém Do São Francisco,Bahia,Brasil,Web
11d4947c-bfc4-42c2-8e24-78a76cc7fb68,Giovana,Uchoa,guchoa498@hotmail.com,(93) 2237-7506,850,Feminino,1978-04-12,2021-07-22,1321 Anthony Underpass Suite 139,Baião,Pará,Brasil,Web
664facde-c5cc-4ff7-9c47-fcc2fb5b5964,Rafaela,Moura,rafaela731@hotmail.com,(91) 8457-7057,null,Feminino,1987-11-01,2023-11-16,4501 KELLY EXPRESSWAY SUITE 353,Salto,São Paulo,Brasil,App
eeb12e34-b5a3-40c6-be93-a17dd3406240,Leandro,Santos,leandro.santos@yahoo.com,(94) 1503-6986,8786,Masculino,1984-03-20,2022-12-03,864 Brenda Crest Suite 224,São Pedro Da Aldeia,Rio De Janeiro,Brasil,App
58a3f1c7-a25e-48ed-a67f-dab10145aca2,Otavia,Iglesias,otavia261@yahoo.com,(95) 8189-6560,47986,Feminino,1996-04-04,2023-04-11,2679 Vincent Trace,Santo André,São Paulo,Brasil,Web
7889d004-9cea-42d4-98f9-7ea66b341f79,Valeria,Siqueira,valeria556@gmail.com,(61) 1133-4103,826,Feminino,1979-08-27,2023-04-09,2899 Anthony Route,Juruti,Pará,Brasil,App
3cba4b5e-a8a7-4c36-b799-caa3540c6cd1,Patricia,Ferreira,patricia.ferreira@gmail,(86) 5809-1568,2982,Feminino,1968-08-26,2021-05-22,193 Dawn Spring,Sorocaba,São Paulo,Brasil,Web
ff5499af-b3a8-4940-8048-436d44d744ef,Quirina,Barbosa,quirina_barbosa@yahoo.com,(74) 5042-9063,null,Feminino,1978-09-09,2020-12-03,549 Gibson Prairie Apt. 842,Lagarto,Sergipe,Brasil,Indicação
3a9833de-950f-4bc0-b07b-d2afe22b2f46,Ulisses,Rego,urego183@hotmail.com,(93) 6990-4147,737,Masculino,1997-04-23,2022-12-30,609 William Glens,São Félix,Bahia,Brasil,Web
4cccb701-b86d-4585-b407-afb32810ec86,Tatiana,Guerra,tatiana.guerra@gmail.com,(17) 9529-7398,9835,Feminino,1984-12-06,2023-12-05,73109 Doris Center,São Paulo,São Paulo,Brasil,Web
9856c45b-b5fd-43b6-a685-f7928d5889ea,Artur,Lacerda,artur_lacerda@gmail.com,(93) 4814-9708,null,Masculino,2003-08-01,2022-11-14,14533 Washington Corner Apt. 050,São Paulo,São Paulo,Brasil,Web
685e5927-de47-47a3-99a2-987e876debee,Wanessa,Nagata,wnagata783@hotmail.com,(97) 3453-7989,32882,Feminino,2005-02-19,2022-12-06,003 Hannah Isle Apt. 044,Duas Barras,Rio De Janeiro,Brasil,Web
36a727c3-254d-43b0-b424-2048ef14e8b1,Simone,Menezes,simone_menezes@yahoo.com,(87) 7238-8111,null,Feminino,1984-05-30,2021-10-07,82518 Wilson Flat,Pombal,Paraíba,Brasil,Indicação
ae61a252-056c-4fba-ac77-0f2f6de9b470,Ingrid,Neves,ingrid.neves710@gmail.com,(93) 9981-1249,null,Feminino,1962-05-04,2022-04-18,22400 John Orchard,Manaus,Amazonas,Brasil,Web
1a8cec3d-85ee-4ee4-9644-1bf6ccc32deb,Simone,Amorim,simone.amorim570@hotmail.com,(94) 0269-6844,null,Feminino,1990-10-09,2020-02-10,547 Jones Union Apt. 216,Duque De Caxias,Rio De Janeiro,Brasil,Web
ccda693e-e166-4fc4-a1cc-aaaab334a9c1,Joana,Lopes,jlopes583@gmail,(96) 8499-4084,9822,Feminino,1997-11-05,2022-10-10,80255 Reid Manors Apt. 675,Várzea,Rio Grande Do Norte,Brasil,Indicação
1f3cc349-b2ae-45c7-9322-d1ac96b586e4,Jorge,Lopes,jlopes813@yahoo.com,(93) 3765-7420,null,Masculino,1999-03-26,2022-11-24,7863 Laura Hollow,Iturama,Minas Gerais,Brasil,Web
7839f4f6-701d-48ab-b515-1928ad723f73,Mariana,Araújo,mariana_araujo@gmail.com,(85) 5018-8037,null,Feminino,1987-06-18,2024-07-02,9226 Carol Mountain,Niterói,Rio De Janeiro,Brasil,Indicação
c29702ef-2131-4df7-8462-042a7d0abf16,Gisele,Prado,gprado958@hotmail.com,(51) 0710-0315,null,Feminino,1998-10-16,2021-02-05,0200 Henderson Oval Apt. 249,Rio De Janeiro,Rio De Janeiro,Brasil,Indicação
c033041a-8714-4e12-980d-bba76af8797f,Mariana,Menezes,mariana776@yahoo.com,(98) 6953-2578,549,Feminino,1969-11-05,2019-11-19,24217 Charles Via Apt. 683,Sete Lagoas,Minas Gerais,Brasil,Web
64bc96db-2532-449a-b008-ccaa9c40cb37,Giovana,Garcia,giovana_garcia@yahoo.com,(84) 5442-3759,867,Feminino,1988-09-26,2023-01-21,3376 Melissa Valleys Suite 979,Alagoinhas,Bahia,Brasil,App
43a6a9c7-c22c-48c8-a1df-2cfb2bb14c97,Walquiria,Moura,walquiria701@hotmail.com,(73) 1355-4254,79944,Feminino,1988-04-04,2021-11-06,3198 Keller Crossing Suite 692,Sarandi,Paraná,Brasil,Web
